937;1170
3675;6608
3675;6613
3675;6634
3675;6695
3675;6721
3675;6749
3675;6771
3675;6772
3675;6804
3675;7595
3675;7832
3675;8381
3994;391
3994;2752
3994;3225
3994;3512
3994;3972
3994;3992
3994;4015
3994;4070
3994;4109
3994;5992
3994;9551
4008;3702
4008;3729
4008;3743
4008;3786
4008;4158
4008;4180
4008;4195
4008;5484
4008;7830
4368;2798
4368;4569
4368;4695
4368;4707
4368;4708
4368;5548
4368;5607
4368;5629
4368;5640
4368;5648
4368;5653
4368;5657
4368;5699
4368;5703
4368;5737
4368;5772
4368;5778
4368;5822
4368;5845
4368;5862
4368;5869
4368;5880
4368;5887
4368;5899
4368;5908
4368;5913
4368;5916
4368;5938
4368;6066
4368;6094
4368;6214
4368;6223
4368;6236
4368;6288
4368;6312
4368;6416
4368;6818
4368;6836
4368;6993
4368;7375
4368;7456
4368;7465
4368;7567
4368;8216
4572;3962
4572;4012
4572;4140
4572;4272
4572;5663
4572;7431
4572;7457
4572;8055
4808;4815
4808;4964
4808;4977
4808;5700
4808;5749
4808;6281
4808;6515
4808;6624
4808;6642
4808;6662
4808;6686
4808;6690
4808;6706
4808;10218
4808;10219
5059;5923
5059;6499
5059;6501
5059;7757
5059;7821
5059;8180
5068;5057
5068;5150
5068;5162
5068;9751
5184;5169
5184;5215
5184;5259
5184;5372
5184;5650
5184;6628
5184;6812
5184;7838
5204;937
5204;3943
5204;3956
5204;3980
5204;3993
5204;3994
5204;4008
5204;4453
5204;4461
5204;5149
5204;5168
5204;9736
5204;9741
5204;9747
5204;9748
5372;5118
5372;5315
5372;5347
5372;5350
5372;5400
5372;5405
5372;5522
5372;5531
5372;5902
5372;6103
5372;6301
5372;9704
5372;9754
5375;5382
5375;5419
5375;5423
5375;5427
5375;5428
5375;5434
5375;5443
5375;5448
5375;5474
5375;5494
5375;5525
5375;5530
5375;5547
5375;5549
5375;5551
5375;5568
5375;5576
5375;5585
5375;5733
5375;5753
5375;6246
5375;6817
5375;6834
5375;6843
5375;7190
5375;8212
5375;10213
5375;10216
5408;79
5408;1378
5408;4125
5408;4150
5408;6471
5408;6962
5408;6975
5408;6987
5408;6999
5408;7031
5408;7041
5408;7046
5408;7051
5408;7122
5408;7233
5408;7262
5408;7297
5408;7301
5408;7305
5408;7309
5408;7313
5408;7320
5408;7322
5408;7324
5408;7327
5408;7329
5408;8186
5408;8224
5408;9321
5408;9516
5408;9539
5408;9544
5408;9697
5423;9666
5437;4754
5491;5225
5491;5762
5491;6579
5491;6746
5491;9609
5491;9637
5508;1770
5508;3071
5508;5403
5508;5417
5508;5462
5508;5478
5508;5487
5508;5612
5508;5784
5508;5802
5508;6088
5508;9718
5543;5458
5543;5542
5543;5562
5543;5564
5543;5565
5543;5574
5543;5575
5543;5577
5543;5584
5543;5594
5543;5604
5543;5609
5543;5623
5543;5632
5543;5636
5543;5660
5543;5711
5543;5768
5543;5839
5543;6132
5543;6162
5543;7415
5543;7754
5543;7880
5543;9578
5543;9602
5543;9605
5552;4514
5552;5421
5552;5554
5552;5625
5552;5646
5552;5712
5552;5734
5552;5754
5552;6057
5552;6225
5552;6245
5552;6289
5552;9505
5552;9649
5552;9650
5613;1221
5782;5828
5782;5861
5782;5876
5782;5890
5782;5891
5782;5900
5782;5904
5782;5909
5782;5914
5782;5943
5782;5950
5782;5964
5782;5967
5782;6001
5782;6586
5782;7222
5808;8016
5808;8181
5808;9752
